Bigram,Frequency
"('supporting', 'tonight')",1
"('collaboration', 'paris2024')",1
"('paris2024', 'thursday')",1
"('thursday', 'friday')",1
"('friday', 'ioc')",1
"('ioc', 'paris')",1
"('paris', 'first')",1
"('first', 'paris2024')",1
"('paris2024', 'orientation')",1
"('orientation', 'seminar')",1
"('seminar', 'official')",1
"('launch', 'year')",1
"('year', 'partnership')",1
"('tokyo', 'supporting')",1
"('du', 'salon')",1
"('angeles1932', 'tokyo')",1
"('le', 'opening')",1
"('fond', 'lors')",1
"('woman', 'front')",1
"('jouer', 'la')",1
"('jeito', 'paris2024')",1
"('tem', 'jeito')",1
"('thales', 'tem')",1
"('odeio', 'thales')",1
"('eu', 'odeio')",1
"('suivre', 'intgralit')",1
"('paris2024', 'suivre')",1
"('jouer', 'course')",1
"('va', 'jouer')",1
"('gagne', 'va')",1
"('la', 'gagne')",1
"('pour', 'jouer')",1
"('de', 'lchauffement')",1
"('coup', 'pour')",1
"('le', 'coup')",1
"('toujours', 'dans')",1
"('sont', 'toujours')",1
"('lombardi', 'sont')",1
"('emma', 'lombardi')",1
"('beaugrand', 'emma')",1
"('franaises', 'cassandre')",1
"('triathltes', 'franaises')",1
"('france', 'tv')",1
"('fleuve', 'france')",1
"('paris2024', 'voleinaglobo')",1
"('paris2024', 'cassandre')",1
"('cassandre', 'cassandre')",1
"('course', 'lor')",1
"('inpermettere', 'loro')",1
"('loro', 'di')",1
"('di', 'partecipare')",1
"('partecipare', 'alle')",1
"('alle', 'olympics2024')",1
"('olympics2024', 'unipocrisia')",1
"('unipocrisia', 'che')",1
"('che', 'olympics')",1
"('olympics', 'dovrebbero')",1
"('dovrebbero', 'finire')",1
"('finire', 'os')",1
"('russiaisaterroiststate', 'olympics2024')",1
"('olympics2024', 'putinwarcriminal')",1
"('apr', 'lescrime')",1
"('suivre', 'direct')",1
"('termine', 'suivre')",1
"('qui', 'termine')",1
"('lombardi', 'qui')",1
"('demma', 'lombardi')",1
"('performance', 'demma')",1
"('belle', 'performance')",1
"('domicile', 'trs')",1
"('lor', 'domicile')",1
"('le', 'fleuve')",1
"('dbut', 'dans')",1
"('marquant', 'le')",1
"('le', 'rappeur')",1
"('vie', 'pour')",1
"('meilleure', 'vie')",1
"('sa', 'meilleure')",1
"('passe', 'sa')",1
"('dogg', 'passe')",1
"('provisoire', 'suivez')",1
"('place', 'provisoire')",1
"('deuxime', 'place')",1
"('prend', 'la')",1
"('franais', 'prend')",1
"('freestyle', 'le')",1
"('du', 'bmx')",1
"('jeanjean', 'finale')",1
"('danthony', 'jeanjean')",1
"('sublime', 'danthony')",1
"('run', 'sublime')",1
"('second', 'run')",1
"('prts', 'le')",1
"('ntes', 'pa')",1
"('vous', 'ntes')",1
"('personnages', 'quils')",1
"('le', 'personnages')",1
"('lchauffement', 'cest')",1
"('olympiques', 'le')",1
"('rappeur', 'test')",1
"('seine', 'marquant')",1
"('test', 'lescrime')",1
"('viennent', 'dans')",1
"('fminines', 'viennent')",1
"('triathltes', 'fminines')",1
"('le', 'triathltes')",1
"('info', 'le')",1
"('france', 'aux')",1
"('premire', 'pour')",1
"('russiaisaterroriststate', 'olympics2024')",1
"('triathlon', 'la')",1
"('olympique', 'triathlon')",1
"('historique', 'cassandre')",1
"('marchand', 'suivez')",1
"('victoire', 'marchand')",1
"('quipes', 'senflamme')",1
"('sabre', 'par')",1
"('du', 'sabre')",1
"('public', 'finale')",1
"('dingue', 'quand')",1
"('compltement', 'dingue')",1
"('lhaltrophilie', 'aujourdhui')",1
"('judo', 'lhaltrophilie')",1
"('le', 'judo')",1
"('lescrime', 'le')",1
"('paris2024', 'oneindiagujarati')",1
"('ecuadorolimpico', 'worldathletics')",1
"('history', 'ecuadorolimpico')",1
"('fight', 'femalesmore')",1
"('dcroch', 'nouvelles')",1
"('avoir', 'dcroch')",1
"('apr', 'avoir')",1
"('olympique', 'apr')",1
"('est', 'triple')",1
"('marchand', 'est')",1
"('quel', 'roi')",1
"('pandemic', 'late')",1
"('speak', 'pandemic')",1
"('leader', 'speak')",1
"('femalesmore', '🌎')",1
"('female', 'allowed')",1
"('fourth', 'ever')",1
"('criticizes', 'male')",1
"('paris2024she', 'criticizes')",1
"('practiced', 'paris2024she')",1
"('wokeism', 'practiced')",1
"('reacts', 'wokeism')",1
"('meloni', 'reacts')",1
"('pm', 'meloni')",1
"('italian', 'pm')",1
"('nica', 'paris2024')",1
"('saraiva', 'nica')",1
"('roxoflvia', 'saraiva')",1
"('nouvelles', 'mdailles')",1
"('mdailles', 'dor')",1
"('dor', 'le')",1
"('le', 'mme')",1
"('centime', 'france')",1
"('pour', 'centime')",1
"('chapp', 'pour')",1
"('lui', 'chapp')",1
"('lor', 'lui')",1
"('seulement', 'lor')",1
"('olympique', 'seulement')",1
"('vicechampion', 'olympique')",1
"('slalom', 'vicechampion')",1
"('kayak', 'slalom')",1
"('au', 'kayak')",1
"('dargent', 'au')",1
"('castryck', 'dcroche')",1
"('titouan', 'castryck')",1
"('franais', 'titouan')",1
"('troisime', '📈')",1
"('un', 'troisime')",1
"('passage', 'un')",1
"('au', 'passage')",1
"('bat', 'au')",1
"('il', 'bat')",1
"('soir', 'il')",1
"('mme', 'soir')",1
"('e', 'roxoflvia')",1
"('aberto', 'e')",1
"('superclio', 'aberto')",1
"('geral', 'numa')",1
"('woman', 'judo')",1
"('judo', 'woman')",1
"('lanir', 'earns')",1
"('inbar', 'lanir')",1
"('israel', 'inbar')",1
"('place', 'israel')",1
"('paris2024', 'istandwithangelacarini')",1
"('help', 'shameful')",1
"('nothing', 'help')",1
"('wife', 'nothing')",1
"('beating', 'wife')",1
"('neighbor', 'beating')",1
"('hears', 'neighbor')",1
"('guy', 'hears')",1
"('acting', 'guy')",1
"('🌎', 'acting')",1
"('nose', '🌎')",1
"('suspected', 'broken')",1
"('abandoned', 'suspected')",1
"('sec', 'abandoned')",1
"('lasted', 'sec')",1
"('match', 'lasted')",1
"('🌎', 'match')",1
"('minha', 'final')",1
"('alemania', 'juegos')",1
"('com', 'superclio')",1
"('entre', 'alemania')",1
"('mesmo', 'com')",1
"('olimpica', 'mesmo')",1
"('medalha', 'olimpica')",1
"('minha', 'medalha')",1
"('conquistar', 'minha')",1
"('em', 'conquistar')",1
"('feliz', 'em')",1
"('ma', 'feliz')",1
"('competio', 'ma')",1
"('melhor', 'competio')",1
"('minha', 'melhor')",1
"('foi', 'minha')",1
"('nao', 'foi')",1
"('que', 'nao')",1
"('sei', 'que')",1
"('gua', 'sei')",1
"('minha', 'gua')",1
"('derrubei', 'minha')",1
"('ai', 'derrubei')",1
"('olimpada', 'ai')",1
"('numa', 'olimpada')",1
"('balonmano', 'horario')",1
"('la', 'semifinal')",1
"('public', 'folie')",1
"('folie', 'pendant')",1
"('derniers', 'mtres')",1
"('adam', 'prettyparis2024')",1
"('toujours', 'aussi')",1
"('aussi', 'radieuse')",1
"('radieuse', 'melrobertmichon')",1
"('melrobertmichon', 'tu')",1
"('e', 'chez')",1
"('chez', 'toi')",1
"('toi', 'linsepparis')",1
"('linsepparis', 'tokyo2020')",1
"('tokyo2020', 'tu')",1
"('seras', 'un')",1
"('image', 'adam')",1
"('antre', 'du')",1
"('du', 'losclive')",1
"('losclive', 'et')",1
"('et', 'futur')",1
"('futur', 'site')",1
"('greece', 'image')",1
"('le', 'stadepm')",1
"('stadepm', 'vibre')",1
"('vibre', 'au')",1
"('🏅', 'greece')",1
"('rythme', 'grand')",1
"('sportifs', 'franais')",1
"('e', 'toujours')",1
"('woman', 'angela')",1
"('internationaux', 'ce')",1
"('carini', 'cry')",1
"('🎮', 'fourth')",1
"('🥇', '🎮')",1
"('walk', 'first')",1
"('ecuador', 'men')",1
"('🏆', 'ecuador')",1
"('earning', '🏆')",1
"('day', 'earning')",1
"('🏅', 'day')",1
"('take', 'first')",1
"('pintado', 'take')",1
"('brian', 'daniel')",1
"('🥇', 'brian')",1
"('olympics', 'ashamed')",1
"('faceistandwithangelacarini', 'paris2024')",1
"('punched', 'faceistandwithangelacarini')",1
"('carini', 'punched')",1
"('beat', 'angela')",1
"('secondsmale', 'boxer')",1
"('destroyed', 'secondsmale')",1
"('father', 'destroyed')",1
"('late', 'father')",1
"('🏅', 'late')",1
"('cry', 'dream')",1
"('franais', 'internationaux')",1
"('swimming', '🏅')",1
"('mtres', 'marchand')",1
"('prsident', 'paralympics')",1
"('henrybushnell', 'paris2024')",1
"('ce', 'supplment')",1
"('supplment', 'sur')",1
"('jour', 'henrybushnell')",1
"('handisport', 'le')",1
"('similaire', 'un')",1
"('chose', 'similaire')",1
"('quelque', 'chose')",1
"('entendu', 'quelque')",1
"('dj', 'entendu')",1
"('davoir', 'dj')",1
"('sr', 'davoir')",1
"('pa', 'sr')",1
"('vido', 'nest')",1
"('la', 'vido')",1
"('film', 'la')",1
"('qui', 'film')",1
"('journaliste', 'qui')",1
"('le', 'journaliste')",1
"('arena', 'le')",1
"('dfense', 'arena')",1
"('la', 'dfense')",1
"('marchand', 'la')",1
"('paralympics', 'paris')",1
"('du', 'prsident')",1
"('weekend', 'soyez')",1
"('historic', 'apstolos')",1
"('soyez', 'prts')",1
"('la', 'stadepm')",1
"('stadepm', 'heart')",1
"('heart', 'major')",1
"('major', 'international')",1
"('international', 'sport')",1
"('event', 'today')",1
"('today', 'ready')",1
"('ready', 'daviscup')",1
"('heureux', 'jeudi')",1
"('jeudi', 'collaboration')",1
"('collaboration', 'le')",1
"('cio', 'tous')",1
"('acteurs', 'sont')",1
"('pour', 'russir')",1
"('russir', 'ce')",1
"('ce', 'anne')",1
"('anne', 'livrer')",1
"('livrer', 'marquent')",1
"('marquent', 'lhistoire')",1
"('jours', 'apr')",1
"('chrstou', 'first')",1
"('apstolos', 'chrstou')",1
"('cette', 'dfense')",1
"('grce', 'cette')",1
"('quart', 'grce')",1
"('ogni', 'nostra')",1
"('masculins', 'franais')",1
"('fminins', 'masculins')",1
"('relais', 'fminins')",1
"('le', 'relais')",1
"('ever', 'doubt')",1
"('doubt', 'grant')",1
"('holloway', 'hurdle')",1
"('hurdle', 'champ')",1
"('turco', 'fischi')",1
"('fischi', 'ad')",1
"('ad', 'ogni')",1
"('nostra', 'battuta')",1
"('vacu', 'sur')",1
"('battuta', 'con')",1
"('con', 'loro')",1
"('loro', 'avanti')",1
"('avanti', 'nel')",1
"('nel', 'punteggiosarah')",1
"('punteggiosarah', 'fahr')",1
"('fahr', 'con')",1
"('con', 'vari')",1
"('vari', 'muroni')",1
"('muroni', 'consecutivi')",1
"('consecutivi', 'farci')",1
"('franais', 'du')",1
"('du', 'se')",1
"('se', 'sont')",1
"('sont', 'qualifis')",1
"('une', 'chaise')",1
"('chaise', 'roulante')",1
"('roulante', 'parisien')",1
"('parisien', 'paris2024')",1
"('paris2024paris2024due', 'short')",1
"('short', 'notice')",1
"('notice', 'competing')",1
"('competing', 'sprint')",1
"('sprint', 'teamnigeria')",1
"('teamnigeria', 'bicycle')",1
"('bicycle', 'race')",1
"('race', 'track')",1
"('track', 'spirit')",1
"('spirit', 'sportsmanship')",1
"('sportsmanship', 'german')",1
"('german', '👥')",1
"('👥', 'bunddeutscherradfahr')",1
"('bunddeutscherradfahr', 'came')",1
"('came', 'rescue')",1
"('rescue', 'offering')",1
"('offering', 'bicyclethank')",1
"('jeudi', 'finale')",1
"('qualifis', 'ce')",1
"('farci', 'vincere')",1
"('vincere', 'il')",1
"('il', 'terzo')",1
"('ensemble', 'en')",1
"('rhythmicgymnastics', 'une')",1
"('une', 'vraie')",1
"('vraie', 'chance')",1
"('chance', 'cest')",1
"('juste', 'historique')",1
"('la', 'sop2018')",1
"('sop2018', 'continue')",1
"('continue', 'aujourdhui')",1
"('aujourdhui', 'la')",1
"('la', 'cit')",1
"('scolaire', 'michelet')",1
"('michelet', 'au')",1
"('au', 'menu')",1
"('menu', 'para')",1
"('para', 'judo')",1
"('judo', 'gym')",1
"('gym', 'dcouverte')",1
"('dcouverte', 'dun')",1
"('dun', 'cours')",1
"('cours', 'dhistoire')",1
"('dhistoire', 'gographietransmission')",1
"('gographietransmission', 'partage')",1
"('partage', 'heritage')",1
"('en', 'rhythmicgymnastics')",1
"('par', 'ensemble')",1
"('terzo', 'set')",1
"('finale', 'par')",1
"('fischi', 'del')",1
"('del', 'pubblico')",1
"('turco', 'dopo')",1
"('il', 'nostro')",1
"('nostro', 'recupero')",1
"('recupero', 'e')",1
"('e', 'il')",1
"('il', 'match')",1
"('match', 'pointil')",1
"('pointil', 'finale')",1
"('finale', 'del')",1
"('del', 'ragazze')",1
"('ragazze', 'terribili')",1
"('terribili', 'finale')",1
"('finale', 'femminile')",1
"('femminile', 'italianomeglio')",1
"('italianomeglio', 'di')",1
"('di', 'un')",1
"('un', 'orgasmo')",1
"('orgasmo', 'paris2024')",1
"('est', 'qualifie')",1
"('qualifie', 'pour')",1
"('le', 'finale')",1
"('sur', 'une')",1
"('dtre', 'vacu')",1
"('sont', 'quart')",1
"('nakamura', 'apr')",1
"('aubrey', 'plaza')",1
"('plaza', 'ready')",1
"('ready', 'u')",1
"('basketball', 'dynasty')",1
"('dynasty', 'return')",1
"('ro', 'v')",1
"('v', 'par')",1
"('par', 'aos')",1
"('aos', 'paris2024')",1
"('joie', 'daya')",1
"('daya', 'nakamura')",1
"('sa', 'performance')",1
"('avant', 'dtre')",1
"('performance', 'la')",1
"('la', 'ceremoniedouverture')",1
"('basketball', 'seek')",1
"('seek', 'straight')",1
"('parisolympics', 'rebeccalobo')",1
"('rebeccalobo', 'talk')",1
"('talk', 'challenge')",1
"('challenge', 'coming')",1
"('coming', 'uconn')",1
"('uconn', 'play')",1
"('play', 'national')",1
"('teamkenya', 'parisolympics')",1
"('nelly', 'teamkenya')",1
"('happy', 'nelly')",1
"('place', 'happy')",1
"('walsh', 'reacts')",1
"('rivalry', 'renewed')",1
"('renewed', 'united')",1
"('state', 'australia')",1
"('australia', 'go')",1
"('go', 'headtohead')",1
"('headtohead', 'pool')",1
"('pool', 'parisolympics')",1
"('kipyegon', 'lead')",1
"('lead', 'start')",1
"('🏆', 'race')",1
"('race', 'trial')",1
"('trial', 'dominant')",1
"('dominant', 'fashion')",1
"('fashion', 'clocking')",1
"('clocking', 'fast')",1
"('fast', 'wow')",1
"('wow', 'nelly')",1
"('nelly', 'jepchirchir')",1
"('jepchirchir', 'kept')",1
"('kept', 'tab')",1
"('tab', 'faith')",1
"('faith', 'take')",1
"('event', 'led')",1
"('led', 'formation')",1
"('formation', 'wnba')",1
"('son', 'muy')",1
"('grandes', 'parsestuyo')",1
"('see', 'letsile')",1
"('letsile', 'letsile')",1
"('tebogo', 'stay')",1
"('stay', 'ahead')",1
"('ahead', 'lylesnoah')",1
"('lylesnoah', 'lead')",1
"('lead', 'semifinal')",1
"('semifinal', 'olympics')",1
"('botswanaparis2024', 'olympicsnew')",1
"('olympicsnew', 'star')",1
"('star', 'born')",1
"('du', 'noah')",1
"('lyles', 'test')",1
"('test', 'positif')",1
"('positif', 'au')",1
"('au', 'coronavirus')",1
"('coronavirus', 'il')",1
"('il', 'particip')",1
"('particip', 'finale')",1
"('et', 'dcroch')",1
"('dcroch', 'covid19')",1
"('covid19', 'avant')",1
"('muy', 'grandes')",1
"('participar', 'paris2024')",1
"('wnba', 'nbadna')",1
"('olmpicos', 'participar')",1
"('nbadna', 'hannahstormespn')",1
"('hannahstormespn', 'usabasketball')",1
"('🏅', 'people')",1
"('china', 'artisticswimming')",1
"('artisticswimming', 'paris2024')",1
"('cinco', 'vezes')",1
"('vezes', 'medalhista')",1
"('medalhista', 'olmpico')",1
"('olmpico', 'isso')",1
"('isso', 'isaquias')",1
"('queiroz', 'um')",1
"('um', 'do')",1
"('do', 'maiores')",1
"('maiores', 'nosso')",1
"('nosso', 'esporte')",1
"('esporte', 'que')",1
"('que', 'orgulho')",1
"('orgulho', 'olimpadasnoge')",1
"('llevamos', 'mucha')",1
"('mucha', 'experiencia')",1
"('experiencia', 'son')",1
"('son', 'nuestros')",1
"('nuestros', 'primeros')",1
"('heritage', 'paris2024')",1
"('handisport', 'education')",1
"('education', 'fraparalympique')",1
"('pdio', 'brasil')",1
"('paris2024', 'victoire')",1
"('la', 'seineetmarne')",1
"('seineetmarne', 'rdv')",1
"('rdv', 'pour')",1
"('pour', 'aviron')",1
"('aviron', 'et')",1
"('et', 'canokayak')",1
"('canokayak', 'avec')",1
"('avec', 'prefet77')",1
"('prefet77', 'ddcs77')",1
"('prata', 'pdio')",1
"('brasil', 'obrigada')",1
"('fraparalympique', 'iledefrance')",1
"('obrigada', 'isaquias')",1
"('isaquias', 'ese')",1
"('ese', 'momento')",1
"('momento', 'nosso')",1
"('nosso', 'glnasolimpadas')",1
"('proud', 'host')",1
"('🎮', 'jaimeparis')",1
"('moins', 'dune')",1
"('dune', 'heure')",1
"('heure', 'avant')",1
"('paris2024', 'sede')",1
"('la', 'teamfrance')",1
"('ensemble', 'au')",1
"('teamfrance', 'teamolympique')",1
"('teamffn', 'teamfrance')",1
"('javelinthrow', 'historicwin')",1
"('historicwin', 'paris2024')",1
"('akgl', 'eyrek')",1
"('eyrek', 'finalde')",1
"('finalde', 'milli')",1
"('kg', 'son')",1
"('son', 'turunda')",1
"('turunda', 'porto')",1
"('porto', 'rikolu')",1
"('rikolu', 'rakibi')",1
"('rakibi', 'jonovan')",1
"('jonovan', 'smithi')",1
"('smithi', 'teknik')",1
"('teknik', 'stnlkle')",1
"('stnlkle', 'malup')",1
"('connat', 'un')",1
"('un', 'qui')",1
"('va', 'attendre')",1
"('attendre', 'un')",1
"('peu', 'paris2024')",1
"('paris2024', 'teamparieur')",1
"('du', 'cnosf')",1
"('la', 'teamffn')",1
"('sede', 'oficial')",1
"('oficial', 'juegos')",1
"('olmpicos', 'va')",1
"('jjoo', 'ganaron')",1
"('posibles', 'una')",1
"('una', 'barbaridad')",1
"('barbaridad', 'un')",1
"('un', 'motivo')",1
"('motivo', 'para')",1
"('para', 'estas')",1
"('estas', 'chicas')",1
"('momento', 'pdio')",1
"('pdio', 'sempre')",1
"('sempre', 'momento')",1
"('momento', 'parabns')",1
"('parabns', 'isaquias')",1
"('oui', 'flix')",1
"('flix', 'la')",1
"('france', 'dcroche')",1
"('dcroche', 'tennis')",1
"('table', 'par')",1
"('quipe', 'face')",1
"('aux', 'japonais')",1
"('japonais', 'apr')",1
"('victoire', 'il')",1
"('il', 'nous')",1
"('nous', 'auront')",1
"('ganaron', 'posibles')",1
"('ltimos', 'jjoo')",1
"('va', 'olympicches')",1
"('cosentino', 'los')",1
"('whole', 'pakistan')",1
"('argentina', 'mateo')",1
"('mateo', 'majdalani')",1
"('majdalani', 'eugenia')",1
"('eugenia', 'bosco')",1
"('bosco', 'llevaron')",1
"('llevaron', 'gran')",1
"('gran', 'historia')",1
"('historia', 'albiceleste')",1
"('albiceleste', 'agua')",1
"('agua', 'juegosolmpicos')",1
"('bronce', 'argentina')",1
"('argentina', 'blgica')",1
"('blgica', 'por')",1
"('penales', 'australianos')",1
"('australianos', 'gan')",1
"('gan', 'una')",1
"('una', 'nueva')",1
"('nueva', 'medalla')",1
"('medalla', 'tercera')",1
"('tercera', 'gigante')",1
"('gigante', 'cristina')",1
"('cristina', 'cosentino')",1
"('olympicgold', 'javelinthrow')",1
"('arshadnadeem', 'olympicgold')",1
"('arshad', 'clinched')",1
"('nous', 'discutons')",1
"('actuellement', 'avec')",1
"('premier', 'ministre')",1
"('ministre', 'et')",1
"('et', 'autant')",1
"('autant', 'vous')",1
"('phogats', 'stunning')",1
"('dire', 'edouard')",1
"('philippe', 'ce')",1
"('paris2024', 'madeforcucurouging')",1
"('laffiche', 'olympiques')",1
"('bien', 'vu')",1
"('vu', 'mme')",1
"('mme', 'dalgo')",1
"('dalgo', 'la')",1
"('mascotte', 'sappelle')",1
"('sappelle', 'anthracite')",1
"('anthracite', 'paris2024')",1
"('paris2024', 'villedeparisme')",1
"('paralympique', 'transmet')",1
"('transmet', 'sont')",1
"('sont', 'celles')",1
"('celles', 'lcole')",1
"('lcole', 'rpublicaine')",1
"('discutons', 'actuellement')",1
"('avance', 'nous')",1
"('anne', 'nous')",1
"('olympique', 'avance')",1
"('paralympique', 'dbute')",1
"('dbute', 'samedi')",1
"('janvier', 'compte')",1
"('compte', 'projets')",1
"('projets', 'en')",1
"('un', 'temp')",1
"('temp', 'fort')",1
"('fort', 'auquel')",1
"('auquel', 'serum')",1
"('serum', 'associ')",1
"('associ', 'paris2024')",1
"('ct', 'educationfrance')",1
"('educationfrance', 'already')",1
"('already', 'initiative')",1
"('initiative', 'olympicparalympic')",1
"('olympicparalympic', 'week')",1
"('week', 'jan27thfeb')",1
"('victory', 'vineshphogat')",1
"('dsignation', 'du')",1
"('du', 'kikadi')",1
"('kikadi', 'comme')",1
"('comme', 'sport')",1
"('sport', 'olympique')",1
"('rpublicaine', 'chaque')",1
"('nous', 'porterons')",1
"('pride', 'arshad')",1
"('bonne', 'semaine')",1
"('et', 'enseignants')",1
"('enseignants', 'loccasion')",1
"('loccasion', 'ensemble')",1
"('pour', 'jeux')",1
"('jeux', 'utiles')",1
"('utiles', 'et')",1
"('fraparalympique', 'sportsgouv')",1
"('sportsgouv', 'educationfrance')",1
"('educationfrance', 'tonyestanguet')",1
"('tonyestanguet', 'jmblanquer')",1
"('veja', 'beatriz')",1
"('beatriz', 'souza')",1
"('souza', 'nossa')",1
"('nossa', 'medalhista')",1
"('medalhista', 'posta')",1
"('posta', 'foto')",1
"('foto', 'em')",1
"('em', 'helicptero')",1
"('helicptero', 'hoje')",1
"('hoje', 'taxi')",1
"('taxi', 'foi')",1
"('foi', 'diferente')",1
"('diferente', 'paris2024')",1
"('paralympique', 'tous')",1
"('mtres', 'sncf')",1
"('porterons', 'ce')",1
"('le', 'mtres')",1
"('ce', 'message')",1
"('message', 'avec')",1
"('acteurs', 'engags')",1
"('engags', 'dans')",1
"('sommet', 'choosefrance')",1
"('choosefrance', 'cest')",1
"('cest', 'ephilippepm')",1
"('ephilippepm', 'qui')",1
"('qui', 'ouvert')",1
"('discussion', 'trs')",1
"('heureux', 'changer')",1
"('le', 'leader')",1
"('leader', 'conomiques')",1
"('conomiques', 'fr')",1
"('fr', 'etr')",1
"('etr', 'pour')",1
"('parler', 'lambition')",1
"('lambition', 'paris2024opening')",1
"('paris2024opening', 'remark')",1
"('remark', 'prime')",1
"('minister', 'edouard')",1
"('philippe', 'choosefrance')",1
"('choosefrance', 'summit')",1
"('insanitygretchen', 'walsh')",1
"('absolute', 'insanitygretchen')",1
"('📈', 'absolute')",1
"('gentleman', 'paris')",1
"('olympiques', 'apr')",1
"('serum', 'pour')",1
"('chanter', 'ce')",1
"('revenir', 'chanter')",1
"('doi', 'revenir')",1
"('si', 'je')",1
"('flash', 'si')",1
"('lionel', 'bonaventure')",1
"('getty', 'lionel')",1
"('ceremony', 'getty')",1
"('paris', 'opening')",1
"('douverture', 'lady')",1
"('vivre', 'le')",1
"('monsieur', 'crmonie')",1
"('hope', 'make')",1
"('proud', 'hope')",1
"('olympics', 'super')",1
"('round', 'olympics')",1
"('qualified', 'next')",1
"('chukwuma', 'qualified')",1
"('rosemary', 'chukwuma')",1
"('openingceremony', 'olympics')",1
"('nachabendmahlolympischespiele2024', 'paris2024')",1
"('koran', 'nachabendmahlolympischespiele2024')",1
"('sa', 'dernire')",1
"('dernire', 'performance')",1
"('performance', 'sur')",1
"('sur', 'scne')",1
"('athlete', 'push')",1
"('push', 'limit')",1
"('limit', 'mimaki')",1
"('mimaki', 'push')",1
"('boundary', 'printing')",1
"('printing', 'technology')",1
"('technology', 'seen')",1
"('seen', 'olympic')",1
"('olympic', 'offer')",1
"('offer', 'breaking')",1
"('breaking', '📈')",1
"('📈', 'olympics2024')",1
"('alerta', 'tirem')",1
"('tirem', 'eles')",1
"('eles', 'estdio')",1
"('estdio', 'zikaram')",1
"('zikaram', 'nossas')",1
"('nossas', 'meninas')",1
"('performance', 'cline')",1
"('sublime', 'performance')",1
"('la', 'sublime')",1
"('voici', 'la')",1
"('scne', 'voici')",1
"('dem', 'koran')",1
"('au', 'dem')",1
"('szene', 'au')",1
"('destination', 'quickly')",1
"('need', 'arrive')",1
"('olympian', 'need')",1
"('isnt', 'olympian')",1
"('teamwork', 'isnt')",1
"('indiansports', 'olympics2024')",1
"('wrestlingtwitter', 'indiansports')",1
"('wrestlezagreb', 'wrestlingtwitter')",1
"('wrestler', 'wrestlezagreb')",1
"('ravidahiya60', 'wrestler')",1
"('tokyo', 'ravidahiya60')",1
"('silver', 'tokyo')",1
"('smile', 'winning')",1
"('missing', 'smile')",1
"('story', 'missing')",1
"('untold', 'story')",1
"('share', 'untold')",1
"('dahiya', 'share')",1
"('ravi', 'dahiya')",1
"('wrestler', 'ravi')",1
"('et', 'marcoventurelli')",1
"('agathebousquet', 'et')",1
"('publicisgroupe', 'agathebousquet')",1
"('paralympiques', 'publicisgroupe')",1
"('arrive', 'destination')",1
"('quickly', 'safely')",1
"('eine', 'szene')",1
"('safely', 'courteous')",1
"('mal', 'eine')",1
"('sie', 'mal')",1
"('stellen', 'sie')",1
"('distractionsolympics2024', 'olympicgames')",1
"('pedestriansditch', 'distractionsolympics2024')",1
"('mindful', 'pedestriansditch')",1
"('vehiclesbe', 'mindful')",1
"('merging', 'vehiclesbe')",1
"('limitaccommodate', 'merging')",1
"('lifting', 'spirit')",1
"('spirit', 'people')",1
"('people', 'indian')",1
"('bronze', 'paris2024congrats')",1
"('paris2024congrats', 'harmanpreet')",1
"('harmanpreet', '👥')",1
"('👥', 'brilliant')",1
"('brilliant', 'performance')",1
"('olympics', 'bringing')",1
"('speed', 'limitaccommodate')",1
"('earlygo', 'speed')",1
"('signal', 'earlygo')",1
"('motorist', 'signal')",1
"('courteous', 'motorist')",1
"('medalist', 'summer')",1
"('congratulation', 'medalist')",1
"('sunny', 'slogan')",1
"('finish', 'american')",1
"('katieledecky', '🏆')",1
"('done', 'katieledecky')",1
"('shes', 'done')",1
"('melo', 'paris2024')",1
"('returnreste', 'melo')",1
"('joy', 'returnreste')",1
"('get', 'joy')",1
"('people', 'get')",1
"('joy', 'people')",1
"('brick', 'laying')",1
"('laying', 'competition')",1
"('competition', 'future')",1
"('olympics2024', 'thessaloniki2024')",1
"('btw', 'go')",1
"('go', 'girl')",1
"('girl', 'alexandra')",1
"('alexandra', 'trigg')",1
"('trigg', 'half')",1
"('half', 'marathon')",1
"('marathon', '🌎')",1
"('holder', 'age')",1
"('age', 'group')",1
"('group', 'olympics2024')",1
"('watch', 'finish')",1
"('american', 'grant')",1
"('magyarolimpia24', 'iocmedia')",1
"('grant', 'fisher')",1
"('gauzy', 'sont')",1
"('iconic', 'paris2024')",1
"('final', 'iconic')",1
"('racethis', 'olympic')",1
"('windlegal', 'racethis')",1
"('second', 'windlegal')",1
"('broken', 'second')",1
"('men', 'broken')",1
"('time', 'history')",1
"('history', 'booksparis2024')",1
"('final', 'history')",1
"('yesterday', 'final')",1
"('missed', 'yesterday')",1
"('case', 'missed')",1
"('paris2024', 'cedrielzxs')",1
"('message', 'supporter')",1
"('medallist', 'message')",1
"('double', 'paris2024')",1
"('twice', 'double')",1
"('achieved', 'twice')",1
"('🏅', 'achieved')",1
"('yulo', 'dream')",1
"('fisher', 'men')",1
"('luck', 'magyarolimpia24')",1
"('iocmedia', 'olympics2024')",1
"('logo', 'sunny')",1
"('e', 'agora')",1
"('quem', 'lev')",1
"('lev', 'olympics2024')",1
"('great', 'announce')",1
"('announce', 'thebollin')",1
"('thebollin', 'partnership')",1
"('partnership', 'beckadlington')",1
"('beckadlington', 'swimming')",1
"('swimming', 'star')",1
"('star', 'y3')",1
"('y3', 'start')",1
"('start', 'soon')",1
